x, y, theta, stamp, 
0.0017405512044206262, -0.004588627256453037, -0.5799020998249067, 1761339910757722377, 
0.0017405512044206262, -0.004588627256453037, -0.5799020998249067, 1761339910798053633, 
0.0017405512044206262, -0.004588627256453037, -0.5799020998249067, 1761339910847833351, 
0.0017405512044206262, -0.004588627256453037, -0.5799020998249067, 1761339910897864991, 
0.0017405512044206262, -0.004588627256453037, -0.5799020998249067, 1761339910947895574, 
0.0021721739321947098, -0.00496849836781621, -0.575407047881074, 1761339910997338117, 
0.005332131404429674, -0.006781477015465498, -0.5563938155037298, 1761339911057384802, 
0.009348507970571518, -0.00932997651398182, -0.5337080754273718, 1761339911107886914, 
0.019578106701374054, -0.014767428860068321, -0.47502142919894963, 1761339911197823166, 
0.02698526345193386, -0.01832478865981102, -0.43264536405957665, 1761339911247829578, 
0.046370163559913635, -0.02625255659222603, -0.3282750953250404, 1761339911347857121, 
0.08671252429485321, -0.03576691076159477, -0.11997768945647813, 1761339911507892707, 
0.11114378273487091, -0.03779951483011246, 0.0011249990982955538, 1761339911597889913, 
0.13891535997390747, -0.036623917520046234, 0.12948351893476717, 1761339911697894082, 
0.16915418207645416, -0.031016947701573372, 0.26934348611446746, 1761339911807855089, 
0.19681403040885925, -0.02165811136364937, 0.38567890908372426, 1761339911907933997, 
0.22173261642456055, -0.010029710829257965, 0.4834657796291224, 1761339911997881623, 
0.24878768622875214, 0.005499992519617081, 0.568921469088878, 1761339912097847874, 
0.27669796347618103, 0.024548059329390526, 0.634816916945411, 1761339912207405413, 
0.30047062039375305, 0.0434405580163002, 0.6807876069787389, 1761339912308624981, 
0.32118111848831177, 0.0614713691174984, 0.7112821433204033, 1761339912397829229, 
0.34384435415267944, 0.08213432878255844, 0.7357985014205757, 1761339912497876598, 
0.3542526662349701, 0.0921957716345787, 0.7434246682958703, 1761339912544888911, 
0.3896230161190033, 0.12564833462238312, 0.7612540083602153, 1761339912704966424, 
0.4102126955986023, 0.1452680081129074, 0.7678983765709142, 1761339912797898440, 
0.4320306181907654, 0.16661226749420166, 0.7776285803897092, 1761339912897860114, 
0.4423689842224121, 0.17718952894210815, 0.7819229941905745, 1761339912945887833, 
0.47611573338508606, 0.21194840967655182, 0.8041067620335505, 1761339913105497741, 
0.4951852560043335, 0.2326718270778656, 0.8206187122867425, 1761339913197279644, 
0.5155710577964783, 0.255375474691391, 0.8387818747256333, 1761339913299891964, 
0.5252186059951782, 0.2665066719055176, 0.8481191236194094, 1761339913346898089, 
0.5567747354507446, 0.30408531427383423, 0.8838721128832896, 1761339913507277239, 
0.573754608631134, 0.3259514272212982, 0.9026437643999605, 1761339913597911083, 
0.5919556617736816, 0.3502971827983856, 0.9211577916076967, 1761339913697897534, 
0.6008993983268738, 0.362702339887619, 0.9296283111554846, 1761339913747926567, 
0.6283761262893677, 0.4021066725254059, 0.9577682938433192, 1761339913907903992, 
0.6428015232086182, 0.4232119023799896, 0.9669841233341554, 1761339913997911275, 
0.6585142612457275, 0.4460131824016571, 0.9753757111130783, 1761339914097892209, 
0.6654454469680786, 0.45707517862319946, 0.9773573527684789, 1761339914147959854, 
0.687284529209137, 0.48949387669563293, 0.9837539527880033, 1761339914307233229, 
0.6991522908210754, 0.5076226592063904, 0.9885427154396513, 1761339914397883570, 
0.7117672562599182, 0.5267230272293091, 0.9924868605058945, 1761339914497915624, 
0.7175991535186768, 0.5360543727874756, 0.9924868605058945, 1761339914547988451, 
0.7352811694145203, 0.5634082555770874, 0.9907362338358752, 1761339914707954066, 
0.745312511920929, 0.5784986019134521, 0.9911496616959905, 1761339914797170737, 
0.7558397650718689, 0.5948247313499451, 0.9923794086162117, 1761339914897216085, 
0.760800302028656, 0.6024776101112366, 0.9923794086162117, 1761339914947769706, 
0.7764760851860046, 0.6266520619392395, 1.0008038850261878, 1761339915107104980, 
0.7844752073287964, 0.6394901871681213, 1.0020899053983436, 1761339915198363977, 
0.7933420538902283, 0.6533117890357971, 1.006189759927219, 1761339915297902850, 
0.7977311611175537, 0.6599007248878479, 1.006189759927219, 1761339915347915718, 
0.8105002641677856, 0.6803936958312988, 1.0154376522380666, 1761339915507927748, 
0.8173450827598572, 0.6917416453361511, 1.0168297595411957, 1761339915597927845, 
0.8249390721321106, 0.7038401365280151, 1.0193592429572238, 1761339915697943171, 
0.8282455205917358, 0.7095780372619629, 1.0203873038548519, 1761339915747982268, 
0.8387607336044312, 0.7272264361381531, 1.0251027799946826, 1761339915907943414, 
0.8444361686706543, 0.7369600534439087, 1.0277905978598696, 1761339915997925592, 
0.8504278063774109, 0.7475728988647461, 1.0305453141395997, 1761339916097902669, 
0.8559715151786804, 0.7573966979980469, 1.0303215312776395, 1761339916197216584, 
0.8618187308311462, 0.767503559589386, 1.032641143659223, 1761339916308014420, 
0.8665873408317566, 0.7756789326667786, 1.0345695682421328, 1761339916397921138, 
0.8717241883277893, 0.7845212817192078, 1.0354466259837594, 1761339916497890135, 
0.8764594197273254, 0.7925283312797546, 1.0349512816044797, 1761339916593198856, 
0.8817440867424011, 0.8014588952064514, 1.036544017173349, 1761339916708054127, 
0.8858079314231873, 0.808042049407959, 1.0370686575026182, 1761339916797924765, 
0.8903178572654724, 0.8155016899108887, 1.036485163769198, 1761339916897903237, 
0.895078718662262, 0.8234202265739441, 1.0360490415309052, 1761339917007501920, 
0.8991919159889221, 0.8300575017929077, 1.0378477408798137, 1761339917108643674, 
0.9024574160575867, 0.8357836008071899, 1.0375299919997731, 1761339917197929550, 
0.9065898060798645, 0.842451274394989, 1.0397380350292682, 1761339917297950244, 
0.9104407429695129, 0.8490298390388489, 1.037749111118666, 1761339917407347487, 
0.9139341711997986, 0.8545262813568115, 1.036026317164179, 1761339917505980576, 
0.9171623587608337, 0.8600575923919678, 1.0378376901513402, 1761339917597948013, 
0.920209527015686, 0.8649943470954895, 1.037548380558806, 1761339917697901836, 
0.9215481281280518, 0.8673632740974426, 1.0366994954452258, 1761339917745997198, 
0.9266026616096497, 0.8756337761878967, 1.0361643693369373, 1761339917906467342, 
0.928835928440094, 0.8798600435256958, 1.0345902581078104, 1761339917998889891, 
0.9317732453346252, 0.8845628499984741, 1.0348403620493132, 1761339918099962959, 
0.9330956935882568, 0.8869842290878296, 1.0349776717312684, 1761339918148015818, 
0.9372520446777344, 0.8937305212020874, 1.0346238779737824, 1761339918307636776, 
0.9392218589782715, 0.8976231217384338, 1.034852417098211, 1761339918397953462, 
0.9416522979736328, 0.9018048644065857, 1.0371253922579422, 1761339918497937277, 
0.9428906440734863, 0.9036989212036133, 1.036616913853635, 1761339918548039403, 
0.9455925226211548, 0.9084445238113403, 1.0355875510242285, 1761339918688082851, 
0.9480087757110596, 0.9123704433441162, 1.0358115100568552, 1761339918797906451, 
0.9500207901000977, 0.9157002568244934, 1.0349905878150665, 1761339918897948454, 
0.9509077668190002, 0.9172900319099426, 1.035283379722511, 1761339918947925915, 
0.9538306593894958, 0.9219593405723572, 1.0361270177746977, 1761339919107310719, 
0.955338716506958, 0.9245732426643372, 1.034973493467647, 1761339919197926426, 
0.9560770392417908, 0.9260842204093933, 1.034973493467647, 1761339919247936543, 
0.957821249961853, 0.9289523363113403, 1.0374743627160647, 1761339919347466907, 
0.9604135155677795, 0.933201789855957, 1.0365202220713154, 1761339919507299463, 
0.9616305232048035, 0.9355723261833191, 1.0364443074270557, 1761339919598573732, 
0.963053822517395, 0.9380888938903809, 1.0372092901429433, 1761339919697088167, 
0.9638028144836426, 0.9392754435539246, 1.0372092901429433, 1761339919747275500, 
0.9663686752319336, 0.9434109926223755, 1.0367732471642928, 1761339919907398083, 
0.9676898717880249, 0.9456692934036255, 1.036301461950937, 1761339919999091717, 
0.9691239595413208, 0.9482944011688232, 1.0364032790148379, 1761339920097962258, 
0.9699872136116028, 0.9496312141418457, 1.0372024772649215, 1761339920147940855, 
0.9724271297454834, 0.9538021683692932, 1.033915602428821, 1761339920303118556, 
0.9737647175788879, 0.9563141465187073, 1.0352594129084878, 1761339920401955362, 
0.9752385020256042, 0.9585702419281006, 1.0373344942942255, 1761339920492924628, 
