e, e_dot, e_int, stamp, 
1.416234527584559, 0.0, 0.1276182726930745, 1761339910847833351, 
1.416234527584559, 0.0, 0.1413562914447033, 1761339910897864991, 
1.416234527584559, 0.0, 0.14171157511946583, 1761339910947895574, 
1.4161998634327237, -0.00023369989845366658, 0.1408761262241216, 1761339910997338117, 
1.4152643255865305, -0.005427091485867517, 0.15502575108584743, 1761339911057384802, 
1.4142621327568126, -0.011808249131839704, 0.15645331242119304, 1761339911107886914, 
1.4110209153426947, -0.018627875439656317, 0.19851184520832124, 1761339911197823166, 
1.4084541358307523, -0.029122687164192723, 0.19749348673168615, 1761339911247829578, 
1.400929753721016, -0.04218403673505235, 0.2110680081931065, 1761339911347857121, 
1.380908073228807, -0.0667769266544131, 0.3632468130880893, 1761339911507892707, 
1.3664161913386752, -0.09537786213840142, 0.3457331780392974, 1761339911597889913, 
1.3476111841564216, -0.11635604706403509, 0.2593477885979279, 1761339911697894082, 
1.3241226225727414, -0.13388344352078727, 0.2826236250195711, 1761339911807855089, 
1.2995741603553066, -0.15296638870632742, 0.27804439594841496, 1761339911907933997, 
1.2750922072913764, -0.17249038642555625, 0.24695778620291903, 1761339911997881623, 
1.246334708350864, -0.18661738907739397, 0.24188704278795525, 1761339912097847874, 
1.2143608708277627, -0.19317241202569466, 0.26091213855230194, 1761339912207405413, 
1.1850516102602737, -0.19380212334753263, 0.25614668181443745, 1761339912308624981, 
1.158287988750191, -0.1965291738199251, 0.22582363321719606, 1761339912397829229, 
1.1282808258482278, -0.199985289009599, 0.21900325967157816, 1761339912497876598, 
1.114045841113723, -0.2009074152579385, 0.1666977699578557, 1761339912544888911, 
1.0663258869596455, -0.20029932829172906, 0.22839609389535964, 1761339912704966424, 
1.03846802665674, -0.19929043721640746, 0.2714657100902468, 1761339912797898440, 
1.0085258208711962, -0.1997676251703605, 0.20017991057837664, 1761339912897860114, 
0.9939665090130826, -0.20089359869575377, 0.150009959100523, 1761339912945887833, 
0.9462980681677217, -0.20059994616808785, 0.20409328025730095, 1761339913105497741, 
0.9184935768503943, -0.20053226335938446, 0.23955612985097327, 1761339913197279644, 
0.8883338807765323, -0.19895324963175573, 0.17839723246943903, 1761339913299891964, 
0.8737447192700405, -0.20142870147272252, 0.13368768027252972, 1761339913346898089, 
0.8250732603497131, -0.20461490543787553, 0.17884573334501513, 1761339913507277239, 
0.7975127661224004, -0.2025211981338427, 0.20887048483433024, 1761339913597911083, 
0.7672117912534117, -0.20237897732139584, 0.1518479883350653, 1761339913697897534, 
0.7519505288518435, -0.20269964261157003, 0.11584571144372784, 1761339913747926567, 
0.7039749530703051, -0.20164592666073475, 0.1556243947957926, 1761339913907903992, 
0.6784358933445326, -0.19454467675099096, 0.17785256838750657, 1761339913997911275, 
0.6507794586841927, -0.18678715182618957, 0.12876073362915025, 1761339914097892209, 
0.6377257330713725, -0.17911295605831987, 0.09837890493199591, 1761339914147959854, 
0.5986714187291763, -0.16864160432502664, 0.13168782551967284, 1761339914307233229, 
0.5770136825459108, -0.16137271370859924, 0.15107145811817588, 1761339914397883570, 
0.5541382566823237, -0.15586535571680626, 0.10994895360742048, 1761339914497915624, 
0.5431351425777847, -0.1494743920004349, 0.08377288772477659, 1761339914547988451, 
0.5105765472138196, -0.1410923935732231, 0.11257009924238906, 1761339914707954066, 
