e, e_dot, e_int, stamp, 
1.4142135692929958, 0.0, 0.1448383571280082, 1761340099408991100, 
1.4142135692929958, 0.0, 0.1295270415798688, 1761340099447955940, 
1.4142135692929958, 0.0, 0.1248883786461807, 1761340099497300519, 
1.4142135692929958, 0.0, 0.1388634886455093, 1761340099546147254, 
1.4142135692929958, 0.0, 0.156488191720861, 1761340099607954380, 
1.413695073106998, -0.0008900094736976229, 0.361992147883426, 1761340099802145641, 
1.4076558992243802, -0.022119164750516663, 0.4080492292641747, 1761340099896970797, 
1.3960403522583045, -0.059571569726395664, 0.27526349450956467, 1761340099997951631, 
1.3776879285525483, -0.09391889359530887, 0.29416584074080726, 1761340100108024717, 
1.3550012188599583, -0.13434940744134619, 0.283607295728225, 1761340100204025167, 
1.3295021216099696, -0.17020494172090714, 0.25586714933775145, 1761340100296987126, 
1.3031656291353881, -0.1810625692968657, 0.2537574150531583, 1761340100394931747, 
1.272111503449074, -0.18115426156870104, 0.2746948466312424, 1761340100508032229, 
1.243933925698378, -0.18835499682523552, 0.26747125743855665, 1761340100605031100, 
1.2165254265938557, -0.19709698344027274, 0.2340551317912691, 1761340100696150666, 
1.1866323899391111, -0.2004748042144826, 0.23165729839305021, 1761340100795586190, 
1.1526360355679384, -0.20099065989079565, 0.2511313946657214, 1761340100908028580, 
1.1224017228224652, -0.20360458609042822, 0.2428436127272548, 1761340101006042648, 
1.0940459445898585, -0.20449983495848492, 0.21446977049022112, 1761340101099003150, 
1.0604438597362411, -0.2037667730432091, 0.22138073587861484, 1761340101208717104, 
1.0300806740768575, -0.2054946329912722, 0.2203639505152071, 1761340101306595306, 
0.9995860541563496, -0.20461576216239097, 0.20426722104526665, 1761340101407027697, 
0.9715665822651693, -0.2038753415665652, 0.19148554402832202, 1761340101498002162, 
0.9411086248570467, -0.2055106516886822, 0.18414335126278786, 1761340101596718801, 
0.9077821140395087, -0.20263560504289133, 0.19746932619152724, 1761340101708041851, 
0.8776217698398631, -0.20034011231535606, 0.1920434517589296, 1761340101808025499, 
0.8502883591037927, -0.2006509477953895, 0.16780923088358599, 1761340101899045825, 
0.8171252336547361, -0.2022255784096687, 0.16904406104786082, 1761340102007288814, 
0.7864608094570126, -0.2043070518546052, 0.17036066225570873, 1761340102107321353, 
0.7560946078873018, -0.20265650816442546, 0.15792137272260115, 1761340102208063490, 
0.7286252787060384, -0.2022294403354302, 0.14439245598891803, 1761340102298049184, 
0.695130981806141, -0.20472589282002976, 0.1441691732709198, 1761340102406475008, 
0.6648946611699117, -0.20415703906644708, 0.1448358578768541, 1761340102506081828, 
0.634515101687363, -0.20143950776472228, 0.13337861353969427, 1761340102607090534, 
0.6068255286308593, -0.2028844857820998, 0.12132650707381538, 1761340102697023378, 
0.5763719330685183, -0.20381187351053084, 0.11527911870352135, 1761340102797350184, 
0.5448065045805034, -0.196986016601296, 0.12104807003310118, 1761340102907175795, 
0.5170012522963677, -0.18768602702328105, 0.11505449040365358, 1761340103008049580, 
0.49346936098566574, -0.17901967205778643, 0.09896287764387794, 1761340103098066942, 
0.4683565552511812, -0.1724734078422442, 0.09272851137720947, 1761340103196161849, 
0.442094189598457, -0.16401577504628012, 0.09797315189229429, 1761340103307423197, 
0.41951216859015633, -0.15410721735423658, 0.09356659889709222, 1761340103407220213, 
0.3996939027399064, -0.1489693894556622, 0.07972399991754799, 1761340103497046562, 
0.37732466222922345, -0.1412520031349347, 0.07974899674413002, 1761340103607170773, 
0.36183410740132027, -0.13231066970889352, 0.07214742451870068, 1761340103687099480, 
0.3394944442208671, -0.12660184834415023, 0.07192238254366619, 1761340103807204616, 
0.32372332264803094, -0.12013072590773101, 0.0719382775515511, 1761340103897639881, 
0.3054623896110236, -0.11367848537950459, 0.06458373038014442, 1761340104007220266, 
0.290183247172449, -0.10647719832169406, 0.0642280370200385, 1761340104107222888, 
0.27575584512384654, -0.10138299923950138, 0.05673407108602217, 1761340104202540353, 
0.2623467718718925, -0.09747190878957113, 0.05256323325738973, 1761340104297603657, 
0.24763501775139282, -0.0917072068666976, 0.05363897129645192, 1761340104407337612, 
0.23516329803606595, -0.08635961042626956, 0.05203562947615852, 1761340104507102305, 
0.2232516814458882, -0.08302776471690097, 0.046074568401807056, 1761340104603108033, 
0.21241997057615258, -0.07978233565762545, 0.04247945238183011, 1761340104697072069, 
0.2006870860434505, -0.07391632329159105, 0.04330611526222265, 1761340104807267005, 
0.19036269087674054, -0.06995809759475928, 0.042251660596847714, 1761340104907115708, 
0.1804695625137259, -0.06846252570325674, 0.03750164091731229, 1761340105004119351, 
0.17206569334718666, -0.0638130397409626, 0.03455582999523076, 1761340105098067784, 
0.16238991236372977, -0.05930624852166191, 0.03489824810510375, 1761340105207439660, 
0.1539642760581083, -0.05762562486339521, 0.03405748367794249, 1761340105307257571, 
0.14615744388004578, -0.05472709739737105, 0.03047692249511911, 1761340105405122834, 
0.13913006750911452, -0.05206340281905899, 0.027793478660917477, 1761340105497081354, 
0.13140974823218757, -0.04868825844664937, 0.02817008359943251, 1761340105607932545, 
0.12455571561919938, -0.045771947981994604, 0.027938159836701847, 1761340105709218604, 
0.11831060643714275, -0.04403730779423692, 0.024726772026425675, 1761340105806129336, 
0.11289366920251419, -0.04110967592749409, 0.022400922237415074, 1761340105898117773, 
0.1062345849506799, -0.039987839408247024, 0.022610345282756406, 1761340106007146598, 
0.1009896975384124, -0.03777106384544752, 0.022347942021368417, 1761340106107552532, 
0.09606368607775571, -0.03390047595084739, 0.020218443222894754, 1761340106207139133, 
0.09159308158064433, -0.03286675110613505, 0.01833593408468412, 1761340106298124075, 
0.08647988220291773, -0.03201151092018916, 0.01827678054583298, 1761340106407150119, 
0.08202737461478693, -0.030424899933610666, 0.018151742828962376, 1761340106507486465, 
0.07785183706309852, -0.028758335226823858, 0.01642337428005279, 1761340106607143235, 
0.07423467320276488, -0.02720814962437391, 0.014882718613998284, 1761340106698197733, 
0.0701263705285733, -0.025732694356462277, 0.014865204575154901, 1761340106807831933, 
0.06657582766430052, -0.024406164245723855, 0.01469260443391919, 1761340106907159841, 
0.06325293770537462, -0.02299246225435196, 0.013284981770817501, 1761340107007151371, 
0.06044124807182386, -0.021492011777959296, 0.012049289520227408, 1761340107097141793, 
0.05715384490511474, -0.02034952194607982, 0.012074032606637428, 1761340107207441624, 
0.05414121759352663, -0.019940333035394206, 0.012059592209356927, 1761340107307806483, 
0.05120538803425981, -0.019855031586169594, 0.010818288364564593, 1761340107407163317, 
