x, y, theta, stamp, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151074079558839e-07, 1761340099306574916, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151087721979366e-07, 1761340099356366491, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151101364399892e-07, 1761340099408991100, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151115006820419e-07, 1761340099447955940, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151129746141294e-07, 1761340099497300519, 
6.280249209567046e-08, -7.258870482473867e-08, 7.15114338856182e-07, 1761340099546147254, 
6.280249209567046e-08, -7.258870482473867e-08, 7.151140160033265e-07, 1761340099607954380, 
0.0007922028889879584, -5.876723298570141e-05, 0.003906222952685834, 1761340099802145641, 
0.009169502183794975, 0.0001249802007805556, 0.02736096723442971, 1761340099896970797, 
0.024652374908328056, 0.0011878678342327476, 0.07098918883183769, 1761340099997951631, 
0.048379480838775635, 0.0037859587464481592, 0.14073602562013088, 1761340100108024717, 
0.07638311386108398, 0.008556531742215157, 0.21890401993202113, 1761340100204025167, 
0.10589521378278732, 0.01605258136987686, 0.2959615536854252, 1761340100296987126, 
0.13448698818683624, 0.025768054649233818, 0.38012954386424624, 1761340100394931747, 
0.16609404981136322, 0.03933952748775482, 0.47590692737166185, 1761340100508032229, 
0.19244450330734253, 0.05383630841970444, 0.5529444308330671, 1761340100605031100, 
0.21624158322811127, 0.06959317624568939, 0.6263461957774883, 1761340100696150666, 
0.2404123693704605, 0.08834049105644226, 0.6962700787395462, 1761340100795586190, 
0.26587289571762085, 0.11139028519392014, 0.7679868312836922, 1761340100908028580, 
0.2872157692909241, 0.13297966122627258, 0.8218147959592916, 1761340101006042648, 
0.3061244487762451, 0.15414348244667053, 0.8642093862155455, 1761340101099003150, 
0.32772526144981384, 0.17988546192646027, 0.9014920887903228, 1761340101208717104, 
0.34617698192596436, 0.20402157306671143, 0.9295060546078471, 1761340101306595306, 
0.3641773462295532, 0.22870120406150818, 0.9521215121301978, 1761340101407027697, 
0.38015687465667725, 0.2518448531627655, 0.9634737504706905, 1761340101498002162, 
0.39739006757736206, 0.2771260738372803, 0.9710117579266075, 1761340101596718801, 
0.4161253869533539, 0.3049037456512451, 0.9733376323052223, 1761340101708041851, 
0.43327945470809937, 0.329889714717865, 0.9722671649904644, 1761340101808025499, 
0.44867655634880066, 0.35267260670661926, 0.9677850126170888, 1761340101899045825, 
0.46800315380096436, 0.3797798752784729, 0.957372221777594, 1761340102007288814, 
0.4860626757144928, 0.40469416975975037, 0.9470950983686919, 1761340102107321353, 
0.5039801597595215, 0.42934828996658325, 0.9381927022503502, 1761340102208063490, 
0.5205672383308411, 0.45132976770401, 0.9279518890640617, 1761340102298049184, 
0.540844738483429, 0.47809624671936035, 0.9151733503545385, 1761340102406475008, 
0.559492826461792, 0.5019655227661133, 0.9055981975566763, 1761340102506081828, 
0.5785039663314819, 0.5257105231285095, 0.8937582902785968, 1761340102607090534, 
0.5963085889816284, 0.5469321608543396, 0.8827605263578597, 1761340102697023378, 
0.6158658862113953, 0.5702959299087524, 0.8706170910914492, 1761340102797350184, 
0.6363114714622498, 0.5943588018417358, 0.8613859688319474, 1761340102907175795, 
0.6545715928077698, 0.6153319478034973, 0.8547000319935294, 1761340103008049580, 
0.6701338291168213, 0.6329845786094666, 0.8505044607283638, 1761340103098066942, 
0.6866266131401062, 0.6519267559051514, 0.845359871462672, 1761340103196161849, 
0.7041265964508057, 0.6715092062950134, 0.8404175616217242, 1761340103307423197, 
0.7194543480873108, 0.688095211982727, 0.8388971966890004, 1761340103407220213, 
0.7326047420501709, 0.7029225826263428, 0.8356408509044311, 1761340103497046562, 
0.7476334571838379, 0.7194914817810059, 0.8320491340580078, 1761340103607170773, 
0.7581128478050232, 0.7309005260467529, 0.8306638903865369, 1761340103687099480, 
0.7732619643211365, 0.7473216652870178, 0.8297840048482019, 1761340103807204616, 
0.7838973999023438, 0.758967936038971, 0.8280217834461485, 1761340103897639881, 
0.796390950679779, 0.7722926735877991, 0.8268326102456642, 1761340104007220266, 
0.8065967559814453, 0.7836634516716003, 0.8270612063697143, 1761340104107222888, 
0.8164249062538147, 0.7942295670509338, 0.8290187516611014, 1761340104202540353, 
0.8253019452095032, 0.8042797446250916, 0.829950369044846, 1761340104297603657, 
0.8351253867149353, 0.8152313232421875, 0.8317731068505556, 1761340104407337612, 
0.8434111475944519, 0.8245528340339661, 0.8337709854293625, 1761340104507102305, 
0.8514404296875, 0.8333525657653809, 0.8350877765756253, 1761340104603108033, 
0.8586908578872681, 0.8413999676704407, 0.8378501282856003, 1761340104697072069, 
0.8665425777435303, 0.8501186370849609, 0.8380126028790076, 1761340104807267005, 
0.8734593391418457, 0.8577839136123657, 0.8384419902822753, 1761340104907115708, 
0.8802292943000793, 0.8650028109550476, 0.8423582466079322, 1761340105004119351, 
0.8858019709587097, 0.871293306350708, 0.8429179107287759, 1761340105098067784, 
0.8922755122184753, 0.8784849047660828, 0.8425444122298251, 1761340105207439660, 
0.8978376388549805, 0.8848138451576233, 0.8418950298064058, 1761340105307257571, 
0.9029958248138428, 0.8906739354133606, 0.8426949691670176, 1761340105405122834, 
0.9076709747314453, 0.8959205746650696, 0.8454619983963347, 1761340105497081354, 
0.9128223657608032, 0.9016710519790649, 0.844704651851266, 1761340105607932545, 
0.9173779487609863, 0.9067920446395874, 0.8443608847926534, 1761340105709218604, 
0.9215220212936401, 0.9114640951156616, 0.8442315193302288, 1761340105806129336, 
0.9250285029411316, 0.9155946969985962, 0.844282200698605, 1761340105898117773, 
0.9293889403343201, 0.9206283092498779, 0.8458704421905088, 1761340106007146598, 
0.9328910112380981, 0.9245327711105347, 0.8473106470319411, 1761340106107552532, 
0.9361590147018433, 0.9282186627388, 0.8450999163927637, 1761340106207139133, 
0.939052402973175, 0.9316283464431763, 0.8454330503172951, 1761340106298124075, 
0.9424607157707214, 0.935439944267273, 0.8452536795677119, 1761340106407150119, 
0.9453598856925964, 0.9388203620910645, 0.8458289447512013, 1761340106507486465, 
0.9481847286224365, 0.9418959021568298, 0.8460235670609078, 1761340106607143235, 
0.9505457282066345, 0.9446370005607605, 0.8460133653858559, 1761340106698197733, 
0.953231155872345, 0.9477469325065613, 0.8475857923030756, 1761340106807831933, 
0.9556249380111694, 0.9503694176673889, 0.8475857923030756, 1761340106907159841, 
0.9577447772026062, 0.9529316425323486, 0.8475857923030756, 1761340107007151371, 
0.9595937132835388, 0.9550502896308899, 0.8484567598954138, 1761340107097141793, 
0.9617757201194763, 0.9575092196464539, 0.8482579314848571, 1761340107207441624, 
0.9637578725814819, 0.959778368473053, 0.847500756638174, 1761340107307806483, 
0.965616762638092, 0.962055504322052, 0.8463311043727124, 1761340107407163317, 
0.9673680067062378, 0.9641455411911011, 0.8463311043727124, 1761340107497113286, 
